dateObserved;temperature;relativeHumidity
2024-09-27T07:40Z;14.879454;76.59327
2024-09-27T08:40Z;15.432212;74.76219
2024-09-27T09:00Z;14.748608;79.49821
2024-09-27T09:10Z;13.843366;83.829865
2024-09-27T09:30Z;13.78996;87.16586
2024-09-27T09:50Z;14.257267;84.54131
2024-09-27T10:00Z;14.708552;83.77646
2024-09-27T10:20Z;15.239948;81.11948
2024-09-27T10:30Z;15.803388;77.2475
2024-09-27T10:40Z;16.329443;74.6096
2024-09-27T10:50Z;16.380178;71.7161
2024-09-27T11:00Z;17.010376;68.53269
2024-09-27T11:10Z;17.378881;64.90105
2024-09-27T11:50Z;17.715343;59.98001
2024-09-27T12:30Z;15.434882;63.745174
2024-09-27T13:00Z;11.552224;84.991455
2024-09-27T13:20Z;11.19974;88.71847
2024-09-27T13:30Z;10.932708;89.42611
2024-09-27T13:40Z;10.716411;90.28443
2024-09-27T14:00Z;11.59762;87.76288
2024-09-27T14:20Z;12.390707;81.535286
2024-09-27T14:40Z;13.485542;76.21561
2024-09-27T15:20Z;13.71252;76.47311
2024-09-27T16:00Z;13.848707;76.33959
2024-09-27T16:10Z;13.95552;76.080185
2024-09-27T16:50Z;12.866026;79.055695
2024-09-27T17:00Z;12.841992;76.883194
2024-09-27T17:20Z;12.639048;75.7483
2024-09-27T17:50Z;12.625696;74.32731
2024-09-27T18:50Z;12.866026;75.55947
2024-09-27T19:10Z;12.887388;75.68154
2024-09-27T19:20Z;12.940795;75.02731
2024-09-27T20:10Z;12.273212;77.00336
2024-09-27T20:40Z;12.233158;75.02922
2024-09-27T20:50Z;12.1664;75.069275
2024-09-27T21:20Z;12.203784;71.54444
2024-09-27T21:50Z;12.112993;69.58366
2024-09-27T22:00Z;11.9287405;69.9308
2024-09-27T22:10Z;12.022202;67.96048
2024-09-27T22:30Z;12.129015;66.16373
2024-09-27T23:00Z;11.963454;69.993744
2024-09-27T23:10Z;11.902037;70.52972
2024-09-27T23:40Z;10.994125;78.66468
2024-09-27T23:50Z;10.799191;83.01732
2024-09-28T00:00Z;10.566873;83.98436
2024-09-28T00:10Z;10.46807;82.288704
2024-09-28T00:20Z;10.398642;85.622795
2024-09-28T00:30Z;10.291829;85.779205
2024-09-28T01:10Z;10.970093;81.792786
2024-09-28T01:20Z;10.876631;83.042114
2024-09-28T01:50Z;10.489433;84.445946
2024-09-28T02:00Z;10.54284;83.644844
2024-09-28T03:10Z;9.779125;91.007324
2024-09-28T03:20Z;9.787137;90.91005
2024-09-28T04:10Z;9.642939;91.407875
2024-09-28T04:20Z;9.624247;90.98634
2024-09-28T04:40Z;9.717708;90.17952
2024-09-28T04:50Z;9.608225;90.890976
2024-09-28T05:00Z;9.610895;90.36645
2024-09-28T05:20Z;9.736401;89.40513
2024-09-28T05:30Z;9.848555;89.31739
2024-09-28T05:50Z;10.123598;86.87404
2024-09-28T06:00Z;10.152971;86.9427
2024-09-28T06:50Z;10.195697;88.518196
2024-09-28T07:00Z;10.083543;88.45716
2024-09-28T07:10Z;10.104906;89.50622
2024-09-28T07:20Z;10.104906;90.23102
2024-09-28T07:30Z;10.05951;91.47082
2024-09-28T07:40Z;10.067521;92.69344
2024-09-28T08:00Z;10.155642;91.71114
2024-09-28T08:20Z;10.876631;88.4934
2024-09-28T08:40Z;10.6496525;91.48226
2024-09-28T09:00Z;10.537499;91.007324
2024-09-28T09:10Z;10.577554;90.54383
2024-09-28T09:20Z;10.78317;91.14656
2024-09-28T09:40Z;11.213092;89.97925
2024-09-28T09:50Z;11.066224;90.311134
2024-09-28T10:10Z;11.359961;91.22095
2024-09-28T10:20Z;11.210422;89.89723
2024-09-28T10:50Z;10.209048;90.2005
2024-09-28T11:10Z;10.238422;90.73838
2024-09-28T11:11Z;10.238422;90.73838
2024-09-28T11:20Z;10.070191;90.046005
2024-09-28T11:30Z;9.9874115;87.255516
2024-09-28T11:40Z;10.05951;85.78302
2024-09-28T12:00Z;10.409324;88.4667
2024-09-28T12:30Z;10.0434885;90.154724
2024-09-28T12:40Z;10.195697;90.3016
2024-09-28T13:00Z;10.428016;89.710304
2024-09-28T13:10Z;10.430686;90.36645
2024-09-28T13:20Z;10.363928;89.81712
2024-09-28T13:30Z;10.286489;89.342186
2024-09-28T13:50Z;10.377279;89.86862
2024-09-28T14:00Z;10.473412;89.21057
2024-09-28T14:20Z;10.724422;90.20813
2024-09-28T14:30Z;10.831235;87.89258
2024-09-28T14:40Z;10.860609;88.197754
2024-09-28T14:50Z;10.777828;87.72091
2024-09-28T15:00Z;10.54017;87.53971
2024-09-28T15:30Z;9.736401;91.995346
2024-09-28T16:00Z;9.891279;92.527504
2024-09-28T16:30Z;8.582818;91.243835
2024-09-28T16:40Z;8.654917;90.71549
2024-09-28T17:00Z;8.668269;89.565346
2024-09-28T17:40Z;8.732357;88.028
2024-09-28T18:20Z;8.767071;88.70321
